Setup,Movecount,Solution
R BR' B' Dw' BRw',5,
R BR' B' D R',5,
R BR' B' D BRw',5,
R BR' B' D BL',5,
R BR' B' D B,5,
R BR' B' D B',5,
R BR' B' D BR,5,
R BR' B' D' R',5,
R BR' B' D' F,5,
R BR' B' D' F',5,
R BR' B' D' BRw,5,
R BR' B' D' BL,5,
R BR' B' D' B',5,
R BR' Dw BRw F,5,
R BR' Dw BRw F',5,
R BR' Dw BRw Dw',5,
R BR' Dw BRw D,5,
R BR' Dw BRw D',5,
R BR' Dw BRw' R',5,
R BR' Dw BRw' B,5,
R BR' Dw BRw' D',5,
R BR' Dw B R',5,
R BR' Dw B BRw,5,
R BR' Dw B BRw',5,
R BR' Dw B D',5,
R Dw BRw R F,5,
R Dw BRw R F',5,
R Dw BRw R BRw,5,
R Dw BRw R BL,5,
R Dw BRw R BL',5,
R Dw BRw R B,5,
R Dw BRw R B',5,
R Dw BRw R Dw,5,
R Dw BRw R Dw',5,
R Dw BRw R D,5,
R Dw BRw R D',5,
R Dw BRw R' F',5,
R Dw BRw R' BL,5,
R Dw BRw R' BL',5,
R Dw BRw R' B,5,
R Dw BRw R' BR,5,
R Dw BRw R' BR',5,
R Dw BRw R' Dw,5,
R Dw BRw R' D,5,
R Dw BRw R' D',5,
R Dw BRw F BRw,5,
R Dw BRw F BL',5,
R Dw BRw F B,5,
R Dw BRw F B',5,
R Dw BRw F Dw',5,
R Dw BRw F D,5,
R Dw BRw F D',5,
R Dw BRw F' BRw,5,
R Dw BRw F' BL',5,
R Dw BRw F' B,5,
R Dw BRw F' B',5,
R Dw BRw F' D',5,
R Dw BRw BL BRw',5,
R Dw BRw BL B,5,
R Dw BRw BL B',5,
R Dw BRw BL' B,5,
R Dw BRw BL' Dw',5,
R Dw BRw B R',5,
R Dw BRw B BRw,5,
R Dw BRw B BRw',5,
R Dw BRw B BL,5,
R Dw BRw B BL',5,
R Dw BRw B BR',5,
R Dw BRw B Dw,5,
R Dw BRw B Dw',5,
R Dw BRw B' R,5,
R Dw BRw B' BRw,5,
R Dw BRw B' BRw',5,
R Dw BRw B' BL,5,
R Dw BRw B' BL',5,
R Dw BRw B' BR,5,
R Dw BRw B' BR',5,
R Dw BRw B' Dw,5,
R Dw BRw B' Dw',5,
R Dw BRw B' D,5,
R Dw BRw B' D',5,
R Dw BRw Dw' BRw,5,
R Dw BRw Dw' BRw',5,
R Dw BRw Dw' D,5,
R Dw BRw D F,5,
R Dw BRw D F',5,
R Dw BRw D B,5,
R Dw BRw D B',5,
R Dw BRw D' BRw,5,
R Dw BRw D' BRw',5,
R Dw BRw D' BL,5,
R Dw BRw D' BL',5,
R Dw BRw D' BR,5,
R Dw BRw D' BR',5,
R Dw BRw' R B,5,
R Dw BRw' R Dw',5,
R Dw BRw' R D,5,
R Dw BRw' R D',5,
R Dw BRw' R' BRw,5,
R Dw BRw' R' BRw',5,
R Dw BRw' R' B',5,
R Dw BRw' R' BR,5,
R Dw BRw' R' Dw',5,
R Dw BRw' F BL',5,
R Dw BRw' F B,5,
R Dw BRw' F B',5,
R Dw BRw' F Dw',5,
R Dw BRw' F D,5,
R Dw BRw' F' R,5,
R Dw BRw' F' BL,5,
R Dw BRw' F' B,5,
R Dw BRw' F' B',5,
R Dw BRw' F' Dw,5,
R Dw BRw' BL B,5,
R Dw BRw' BL B',5,
R Dw BRw' BL Dw',5,
R Dw BRw' BL D',5,
R Dw BRw' BL' B,5,
R Dw BRw' BL' B',5,
R Dw BRw' BL' Dw,5,
R Dw BRw' B R,5,
R Dw BRw' B R',5,
R Dw BRw' B BRw,5,
R Dw BRw' B BRw',5,
R Dw BRw' B BL,5,
R Dw BRw' B BL',5,
R Dw BRw' B BR,5,
R Dw BRw' B Dw,5,
R Dw BRw' B Dw',5,
R Dw BRw' B D,5,
R Dw BRw' B D',5,
R Dw BRw' B' R,5,
R Dw BRw' B' R',5,
R Dw BRw' B' BRw,5,
R Dw BRw' B' BRw',5,
R Dw BRw' B' BR,5,
R Dw BRw' B' BR',5,
R Dw BRw' B' Dw,5,
R Dw BRw' B' Dw',5,
R Dw BRw' B' D,5,
R Dw BRw' B' D',5,
R Dw BRw' Dw BRw',5,
R Dw BRw' Dw B,5,
R Dw BRw' Dw B',5,
R Dw BRw' Dw' B',5,
R Dw B R BRw,5,
R Dw B R BRw',5,
R Dw B R B,5,
R Dw B R BR',5,
R Dw B R Dw,5,
R Dw B R D,5,
R Dw B R D',5,
R Dw B R' B,5,
R Dw B R' D,5,
R Dw B R' D',5,
R Dw B BRw' BR,5,
R Dw B BRw' D',5,
R Dw B BR R,5,
R Dw B BR B,5,
R Dw B Dw D,5,
R Dw B Dw D',5,
R Dw B D R,5,
R Dw B D F,5,
R Dw B D F',5,
R Dw B D BRw',5,
R Dw B D BL',5,
R Dw B D B,5,
R Dw B D B',5,
R Dw B D BR,5,
R Dw B D BR',5,
R Dw B D' R,5,
R Dw B D' R',5,
R Dw B D' F,5,
R Dw B D' F',5,
R Dw B D' BL',5,
R Dw B D' BR,5,
R Dw B D' BR',5,
R Dw B' R F,5,
R Dw B' R F',5,
R Dw B' R BRw,5,
R Dw B' R BRw',5,
R Dw B' R BR',5,
R Dw B' R Dw',5,
R Dw B' R D,5,
R Dw B' R' F,5,
R Dw B' R' F',5,
R Dw B' R' BRw,5,
R Dw B' R' BRw',5,
R Dw B' R' B,5,
R Dw B' R' B',5,
R Dw B' BRw BL,5,
R Dw B' BRw B,5,
R Dw B' BRw' R,5,
R Dw B' BRw' R',5,
R Dw B' BRw' D',5,
R Dw B' BR R,5,
R Dw B' Dw' R,5,
R Dw B' Dw' R',5,
R Dw D F BRw,5,
R Dw D F BRw',5,
R Dw D F' BRw,5,
R Dw D F' BRw',5,
R Dw D F' D',5,
R Dw D BRw F,5,
R Dw D BRw F',5,
R Dw D BRw BL,5,
R Dw D BRw B,5,
R Dw D BRw B',5,
R Dw D BRw Dw',5,
R Dw D BRw D,5,
R Dw D BRw D',5,
R Dw D BRw' R',5,
R Dw D BRw' F,5,
R Dw D BRw' F',5,
R Dw D BRw' BL,5,
R Dw D BRw' BL',5,
R Dw D BRw' B,5,
R Dw D BRw' B',5,
R Dw D BRw' Dw',5,
R Dw D BRw' D,5,
R Dw D BL BRw,5,
R Dw D BL BRw',5,
R Dw D BL D,5,
R Dw D BL D',5,
R Dw D BL' BRw,5,
R Dw D BL' B,5,
R Dw D BL' B',5,
R Dw D B BRw,5,
R Dw D B BL,5,
R Dw D B Dw,5,
R Dw D B D,5,
R Dw D B D',5,
R Dw D B' R,5,
R Dw D B' R',5,
R Dw D B' BRw,5,
R Dw D B' BRw',5,
R Dw D B' BR',5,
R Dw D B' Dw,5,
R Dw D B' Dw',5,
R Dw D B' D',5,
R Dw D' R' BRw,5,
R Dw D' R' BRw',5,
R Dw D' R' BL',5,
R Dw D' R' Dw',5,
R Dw D' BRw' R,5,
R Dw D' BRw' R',5,
R Dw D' BRw' F,5,
R Dw D' BRw' F',5,
R Dw D' BRw' BL,5,
R Dw D' BRw' BL',5,
R Dw D' BRw' B',5,
R Dw D' BRw' BR',5,
R Dw D' BRw' Dw,5,
R Dw D' BRw' Dw',5,
R Dw D' BRw' D,5,
R Dw D' BL BRw,5,
R Dw D' BL D,5,
R Dw D' BL D',5,
R Dw D' BL' B,5,
R Dw D' BL' B',5,
R Dw D' B BRw,5,
R Dw D' B BL,5,
R Dw D' B BR',5,
R Dw D' B Dw,5,
R Dw D' B D,5,
R Dw D' B D',5,
R Dw D' B' R,5,
R Dw D' B' R',5,
R Dw D' B' BRw,5,
R Dw D' B' Dw,5,
R Dw' R BRw F',5,
R Dw' R BRw BL',5,
R Dw' R BRw B,5,
R Dw' R BRw D',5,
R Dw' R BRw' F,5,
R Dw' R BRw' B,5,
R Dw' R BRw' B',5,
R Dw' R BRw' Dw',5,
R Dw' R BRw' D,5,
R Dw' R BRw' D',5,
R Dw' R B BRw',5,
R Dw' R B BL,5,
R Dw' R B BL',5,
R Dw' R B Dw,5,
R Dw' R B Dw',5,
R Dw' R B D,5,
R Dw' R B' R',5,
R Dw' R B' Dw',5,
R Dw' R B' D,5,
R Dw' R B' D',5,
R Dw' R Dw' B,5,
R Dw' R Dw' B',5,
R Dw' R Dw' D',5,
R Dw' R D F',5,
R Dw' R D BRw',5,
R Dw' R D B',5,
R Dw' R D BR,5,
R Dw' R D BR',5,
R Dw' R D' F,5,
R Dw' R D' F',5,
R Dw' R D' BRw',5,
R Dw' R D' BL,5,
R Dw' R D' B,5,
R Dw' R D' B',5,
R Dw' R' F' R,5,
R Dw' R' F' R',5,
R Dw' R' F' BRw',5,
R Dw' R' F' B,5,
R Dw' R' F' B',5,
R Dw' R' BRw R,5,
R Dw' R' BRw BL',5,
R Dw' R' BRw D,5,
R Dw' R' BRw D',5,
R Dw' R' BRw' F',5,
R Dw' R' BRw' B,5,
R Dw' R' BRw' B',5,
R Dw' R' BRw' D,5,
R Dw' R' BRw' D',5,
R Dw' R' B BL',5,
R Dw' R' B BR',5,
R Dw' R' B' R',5,
R Dw' R' B' BRw,5,
R Dw' R' B' Dw',5,
R Dw' R' B' D,5,
R Dw' R' BR D,5,
R Dw' R' BR D',5,
R Dw' R' Dw' D,5,
R Dw' R' D F',5,
R Dw' R' D BRw,5,
R Dw' R' D BRw',5,
R Dw' R' D BL,5,
R Dw' R' D B,5,
R Dw' BRw R BL,5,
R Dw' BRw R B,5,
R Dw' BRw R B',5,
R Dw' BRw R D,5,
R Dw' BRw R D',5,
R Dw' BRw R' B,5,
R Dw' BRw R' B',5,
R Dw' BRw R' Dw',5,
R Dw' BRw R' D,5,
R Dw' BRw BL D,5,
R Dw' BRw BL D',5,
R Dw' BRw B R,5,
R Dw' BRw B BRw',5,
R Dw' BRw B BL',5,
R Dw' BRw B Dw,5,
R Dw' BRw B D,5,
R Dw' BRw B D',5,
R Dw' BRw B' R,5,
R Dw' BRw B' R',5,
R Dw' BRw B' BL,5,
R Dw' BRw B' Dw,5,
R Dw' BRw B' D,5,
R Dw' BRw B' D',5,
R Dw' BRw D R,5,
R Dw' BRw D F,5,
R Dw' BRw D F',5,
R Dw' BRw D BRw,5,
R Dw' BRw D BRw',5,
R Dw' BRw D B,5,
R Dw' BRw D BR,5,
R Dw' BRw D BR',5,
R Dw' BRw D' F',5,
R Dw' BRw D' BRw,5,
R Dw' BRw D' BRw',5,
R Dw' BRw D' BL,5,
R Dw' BRw D' BR,5,
R Dw' BRw D' BR',5,
R Dw' BRw' Dw' B',5,
R Dw' BRw' Dw' D',5,
R Dw' BRw' D R',5,
R Dw' BRw' D F,5,
R Dw' BRw' D BRw',5,
R Dw' BRw' D BR,5,
R Dw' BRw' D' F',5,
R Dw' BRw' D' BRw',5,
R Dw' BRw' D' BL,5,
R Dw' BRw' D' BL',5,
R Dw' B R BL',5,
R Dw' B R Dw',5,
R Dw' B R D,5,
R Dw' B R D',5,
R Dw' B BRw R',5,
R Dw' B BRw F,5,
R Dw' B BL' BRw',5,
R Dw' B BL' D',5,
R Dw' B D R,5,
R Dw' B D F,5,
R Dw' B D' F',5,
R Dw' B D' BRw',5,
R Dw' B D' BR',5,
R Dw' B' R F',5,
R Dw' B' R BRw',5,
R Dw' B' R B,5,
R Dw' B' R BR,5,
R Dw' B' R BR',5,
R Dw' B' R Dw,5,
R Dw' B' R Dw',5,
R Dw' B' R D,5,
R Dw' B' R D',5,
R Dw' B' R' F,5,
R Dw' B' R' F',5,
R Dw' B' R' BRw,5,
R Dw' B' R' BRw',5,
R Dw' B' R' Dw,5,
R Dw' B' R' Dw',5,
R Dw' B' R' D,5,
R Dw' B' BRw B,5,
R Dw' B' BRw B',5,
R Dw' B' BRw D',5,
R Dw' B' BRw' R',5,
R Dw' B' Dw B,5,
R Dw' B' Dw B',5,
R Dw' B' Dw D',5,
R Dw' B' Dw' BRw,5,
R Dw' B' Dw' BRw',5,
R Dw' B' Dw' D,5,
R Dw' B' Dw' D',5,
R Dw' B' D R,5,
R Dw' B' D R',5,
R Dw' B' D F,5,
R Dw' B' D BRw,5,
R Dw' B' D BRw',5,
R Dw' B' D' R,5,
R Dw' B' D' F,5,
R Dw' B' D' BRw,5,
R Dw' B' D' BL',5,
R Dw' D F BRw',5,
R Dw' D F D,5,
R Dw' D F D',5,
R Dw' D F' BRw,5,
R Dw' D F' BRw',5,
R Dw' D BRw R,5,
R Dw' D BRw R',5,
R Dw' D BRw BL,5,
R Dw' D BRw B',5,
R Dw' D BRw Dw',5,
R Dw' D BRw' R,5,
R Dw' D BRw' R',5,
R Dw' D BRw' F',5,
R Dw' D BRw' B,5,
R Dw' D BRw' B',5,
R Dw' D BRw' Dw',5,
R Dw' D BR R,5,
R Dw' D BR' R',5,
R Dw' D' F' BRw,5,
R Dw' D' F' BRw',5,
R Dw' D' F' BL,5,
R Dw' D' BRw R,5,
R Dw' D' BRw R',5,
R Dw' D' BRw F',5,
R Dw' D' BRw BL,5,
R Dw' D' BRw BL',5,
R Dw' D' BRw B,5,
R Dw' D' BRw B',5,
R Dw' D' BRw Dw',5,
R Dw' D' BRw' F,5,
R Dw' D' BRw' F',5,
R Dw' D' BRw' B,5,
R Dw' D' BRw' B',5,
R Dw' D' BRw' Dw,5,
R Dw' D' BRw' Dw',5,
R Dw' D' BL B',5,
R Dw' D' BL' B,5,
R Dw' D' B R,5,
R Dw' D' B R',5,
R Dw' D' B BRw,5,
R Dw' D' B BL,5,
R Dw' D' B BL',5,
R Dw' D' B Dw,5,
R Dw' D' B D',5,
R Dw' D' B' R,5,
R Dw' D' B' R',5,
R Dw' D' B' BRw,5,
R D R BRw' R,5,
R D R BRw' F',5,
R D R BRw' BL,5,
R D R BRw' BL',5,
R D R BRw' Dw,5,
R D R BL BRw',5,
R D R BL B,5,
R D R BL D,5,
R D R BL D',5,
R D R B D,5,
R D R B D',5,
R D R B' R',5,
R D R B' D,5,
R D R B' D',5,
R D R D R,5,
R D R D F,5,
R D R D F',5,
R D R D BRw',5,
R D R D B,5,
R D R D B',5,
R D R D BR,5,
R D R D' R,5,
R D R D' F,5,
R D R D' BL',5,
R D R D' B,5,
R D R D' B',5,
R D R D' BR,5,
R D R' BRw R,5,
R D R' BRw R',5,
R D R' BRw F',5,
R D R' BRw BL,5,
R D R' BRw BL',5,
R D R' BRw Dw,5,
R D R' BRw Dw',5,
R D R' BRw D',5,
R D R' BRw' R,5,
R D R' BRw' F,5,
R D R' BRw' F',5,
R D R' BRw' B,5,
R D R' BRw' B',5,
R D R' BRw' Dw,5,
R D R' BRw' Dw',5,
R D R' BL BRw,5,
R D R' BL BRw',5,
R D R' B D,5,
R D R' B D',5,
R D R' Dw' BRw',5,
R D BRw' R F',5,
R D BRw' R BRw,5,
R D BRw' R BRw',5,
R D BRw' R BR,5,
R D BRw' R Dw,5,
R D BRw' R Dw',5,
R D BRw' R D',5,
R D BRw' R' BRw,5,
R D BRw' R' B,5,
R D BRw' R' B',5,
R D BRw' R' BR,5,
R D BRw' R' Dw,5,
R D BRw' R' Dw',5,
R D BRw' R' D,5,
R D BRw' R' D',5,
R D BRw' F R',5,
R D BRw' F B,5,
R D BRw' F B',5,
R D BRw' F BR,5,
R D BRw' F BR',5,
R D BRw' F Dw,5,
R D BRw' F Dw',5,
R D BRw' F' R,5,
R D BRw' F' R',5,
R D BRw' F' B,5,
R D BRw' F' B',5,
R D BRw' F' BR,5,
R D BRw' F' BR',5,
R D BRw' F' Dw',5,
R D BRw' B BR,5,
R D BRw' B BR',5,
R D BRw' B Dw',5,
R D BRw' B D,5,
R D BRw' B' BR,5,
R D BRw' B' BR',5,
R D BRw' B' Dw',5,
R D BRw' BR R,5,
R D BRw' BR R',5,
R D BRw' BR B,5,
R D BRw' BR Dw,5,
R D BRw' BR Dw',5,
R D BRw' BR' R,5,
R D BRw' BR' R',5,
R D BRw' BR' B,5,
R D BRw' BR' B',5,
R D BRw' BR' Dw,5,
R D BRw' BR' D,5,
R D BRw' BR' D',5,
R D BRw' Dw B,5,
R D BRw' Dw B',5,
R D BRw' Dw D',5,
R D BRw' Dw' BRw,5,
R D BRw' Dw' BRw',5,
R D BRw' Dw' B,5,
R D BRw' Dw' B',5,
R D BRw' Dw' D',5,
R D BRw' D' R',5,
R D BRw' D' F',5,
R D BRw' D' BRw,5,
R D BRw' D' BRw',5,
R D BRw' D' B,5,
R D BL BRw BL',5,
R D BL BRw B,5,
R D BL BRw B',5,
R D BL BRw BR,5,
R D BL BRw BR',5,
R D BL BRw Dw,5,
R D BL BRw Dw',5,
R D BL BRw D,5,
R D BL BRw' R,5,
R D BL BRw' R',5,
R D BL BRw' F',5,
R D BL BRw' B',5,
R D BL BRw' BR',5,
R D BL BRw' D',5,
R D BL B R,5,
R D BL B R',5,
R D BL B BRw,5,
R D BL B BRw',5,
R D BL B BL,5,
R D BL B BL',5,
R D BL B BR',5,
R D BL B Dw,5,
R D BL B Dw',5,
R D BL B' R,5,
R D BL B' BL',5,
R D BL B' BR,5,
R D BL B' Dw',5,
R D BL BR B,5,
R D BL BR D,5,
R D BL BR' R,5,
R D BL BR' R',5,
R D BL BR' D,5,
R D BL' BRw B,5,
R D BL' BRw' R,5,
R D BL' BRw' F',5,
R D BL' B R',5,
R D BL' B BR,5,
R D BL' B BR',5,
R D BL' B Dw,5,
R D BL' B D,5,
R D BL' B' BR,5,
R D BL' B' Dw,5,
R D BL' B' Dw',5,
R D BL' BR' R,5,
R D BL' BR' R',5,
R D B R Dw,5,
R D B R D,5,
R D B R D',5,
R D B R' BRw,5,
R D B R' BRw',5,
R D B BRw D,5,
R D B BRw' R,5,
R D B BRw' R',5,
R D B BRw' B,5,
R D B BRw' B',5,
R D B BL B,5,
R D B BL' D',5,
R D B BR D,5,
R D B BR D',5,
R D B BR' D,5,
R D B BR' D',5,
R D B Dw BRw,5,
R D B Dw BRw',5,
R D B Dw D,5,
R D B D BR',5,
R D B' R F,5,
R D B' R B,5,
R D B' R B',5,
R D B' R BR',5,
R D B' R Dw',5,
R D B' R D,5,
R D B' R D',5,
R D B' R' BRw,5,
R D B' R' BL,5,
R D B' R' BR,5,
R D B' R' Dw',5,
R D B' R' D,5,
R D B' R' D',5,
R D B' BRw F,5,
R D B' BRw F',5,
R D B' BRw B,5,
R D B' BRw B',5,
R D B' BRw Dw,5,
R D B' BRw Dw',5,
R D B' BRw' B',5,
R D B' BRw' BR',5,
R D B' BRw' D',5,
R D B' BL Dw,5,
R D B' BR B,5,
R D B' BR B',5,
R D B' BR' R,5,
R D B' BR' D,5,
R D B' Dw B,5,
R D B' Dw B',5,
R D B' D R,5,
R D B' D F,5,
R D BR B R,5,
R D BR B R',5,
R D BR B BRw,5,
R D BR B BRw',5,
R D BR B BL,5,
R D BR B D,5,
R D BR B D',5,
R D BR B' R,5,
R D BR B' BRw,5,
R D BR B' BRw',5,
R D BR B' BL,5,
R D BR B' Dw,5,
R D BR D BRw',5,
R D BR D BL,5,
R D BR D BL',5,
R D BR D B,5,
R D BR D B',5,
R D BR D' F,5,
R D BR D' F',5,
R D BR D' B',5,
R D BR D' BR,5,
R D BR' R F,5,
R D BR' R F',5,
R D BR' R BRw,5,
R D BR' R BRw',5,
R D BR' R B,5,
R D BR' R B',5,
R D BR' R BR',5,
R D BR' R Dw,5,
R D BR' R Dw',5,
R D BR' R D,5,
R D BR' R D',5,
R D BR' R' Dw,5,
R D BR' B R,5,
R D BR' B R',5,
R D BR' B BRw,5,
R D BR' B BRw',5,
R D BR' B BL',5,
R D BR' B Dw,5,
R D BR' B Dw',5,
R D BR' B D',5,
R D BR' B' R,5,
R D BR' B' BRw',5,
R D' R F BRw,5,
R D' R F B,5,
R D' R F B',5,
R D' R F' B,5,
R D' R F' B',5,
R D' R BRw' F',5,
R D' R BRw' Dw,5,
R D' R BRw' Dw',5,
R D' R B BRw,5,
R D' R B BL,5,
R D' R B BL',5,
R D' R B D,5,
R D' R B' BR,5,
R D' R B' D,5,
R D' R B' D',5,
R D' R Dw BRw,5,
R D' R Dw BRw',5,
R D' R Dw D,5,
R D' R Dw' BRw,5,
R D' R Dw' D,5,
R D' R Dw' D',5,
R D' R D R,5,
R D' R D F,5,
R D' R D B,5,
R D' R D B',5,
R D' R D BR,5,
R D' R D BR',5,
R D' R D' R,5,
R D' R D' F,5,
R D' R D' F',5,
R D' R D' BL,5,
R D' R D' B,5,
R D' R' BRw R,5,
R D' R' BRw BL',5,
R D' R' BRw B',5,
R D' R' BRw Dw',5,
R D' R' BRw' R,5,
R D' R' BRw' F,5,
R D' R' BRw' B,5,
R D' R' BRw' B',5,
R D' R' B BL',5,
R D' R' B D,5,
R D' F BR' R,5,
R D' F' R' BRw,5,
R D' F' BRw BL,5,
R D' F' BRw BL',5,
R D' F' BRw B,5,
R D' F' BRw B',5,
R D' F' BRw Dw,5,
R D' F' BRw Dw',5,
R D' F' BRw D,5,
R D' F' BRw' R,5,
R D' BRw BL BRw,5,
R D' BRw BL B,5,
R D' BRw BL Dw,5,
R D' BRw BL' BRw,5,
R D' BRw BL' B,5,
R D' BRw BL' D,5,
R D' BRw BL' D',5,
R D' BRw B R,5,
R D' BRw B R',5,
R D' BRw B BRw,5,
R D' BRw B BL,5,
R D' BRw B BL',5,
R D' BRw B Dw,5,
R D' BRw B' R,5,
R D' BRw B' R',5,
R D' BRw B' BRw',5,
R D' BRw B' BL,5,
R D' BRw B' BL',5,
R D' BRw B' Dw,5,
R D' BRw B' Dw',5,
R D' BRw B' D,5,
R D' BRw BR R,5,
R D' BRw BR R',5,
R D' BRw BR B,5,
R D' BRw BR B',5,
R D' BRw BR Dw,5,
R D' BRw BR' B,5,
R D' BRw Dw BRw,5,
R D' BRw Dw BRw',5,
R D' BRw Dw B',5,
R D' BRw Dw D,5,
R D' BRw Dw D',5,
R D' BRw Dw' B,5,
R D' BRw Dw' D,5,
R D' BRw Dw' D',5,
R D' BRw D F,5,
R D' BRw D F',5,
R D' BRw D BRw,5,
R D' BRw D BRw',5,
R D' BRw D BL,5,
R D' BRw D BL',5,
R D' BRw D B,5,
R D' BRw D BR,5,
R D' BRw D BR',5,
R D' BRw D' R,5,
R D' BRw D' F,5,
R D' BRw D' B,5,
R D' BRw D' BR,5,
R D' BRw' R F,5,
R D' BRw' R F',5,
R D' BRw' R BRw',5,
R D' BRw' R B,5,
R D' BRw' R B',5,
R D' BRw' R BR',5,
R D' BRw' R Dw,5,
R D' BRw' R Dw',5,
R D' BRw' R D,5,
R D' BRw' R D',5,
R D' BRw' R' B,5,
R D' BRw' R' BR',5,
R D' BRw' R' Dw,5,
R D' BRw' R' Dw',5,
R D' BRw' F B',5,
R D' BRw' F' R',5,
R D' BRw' F' BRw',5,
R D' BRw' F' B,5,
R D' BRw' F' B',5,
R D' BRw' F' D,5,
R D' BRw' F' D',5,
R D' BRw' B BRw,5,
R D' BRw' B BL,5,
R D' BRw' B BL',5,
R D' BRw' B BR',5,
R D' BRw' B Dw',5,
R D' BRw' B D,5,
R D' BRw' B D',5,
R D' BRw' B' R,5,
R D' BRw' B' R',5,
R D' BRw' B' BRw',5,
R D' BRw' B' BR,5,
R D' BRw' B' BR',5,
R D' BRw' B' D,5,
R D' BRw' BR' B,5,
R D' BRw' BR' Dw,5,
R D' BRw' BR' Dw',5,
R D' BRw' BR' D',5,
R D' BRw' Dw B,5,
R D' BRw' Dw B',5,
R D' BRw' Dw' BRw,5,
R D' BRw' Dw' BRw',5,
R D' BRw' Dw' D',5,
R D' BRw' D F',5,
R D' BRw' D B',5,
R D' BRw' D' R,5,
R D' BRw' D' F',5,
R D' BRw' D' BRw,5,
R D' BRw' D' BRw',5,
R D' BRw' D' BL',5,
R D' BRw' D' B',5,
R D' BR B R,5,
R D' BR B R',5,
R D' BR B BRw,5,
R D' BR B BRw',5,
R D' BR B BL,5,
R D' BR B BL',5,
R D' BR B Dw,5,
R D' BR B D,5,
R D' BR D R',5,
R D' BR D BRw,5,
R D' BR D BRw',5,
R D' BR D BL,5,
R D' BR D B,5,
R D' BR D BR',5,
R D' BR D' BRw',5,
R D' BR D' B,5,
R D' BR D' B',5,
R D' BR' R F,5,
R D' BR' R F',5,
R D' BR' R BRw,5,
R D' BR' R BRw',5,
R D' BR' R B,5,
R D' BR' R B',5,
R D' BR' R BR',5,
R D' BR' R Dw,5,
R D' BR' R Dw',5,
R D' BR' R D,5,
R D' BR' R D',5,
R D' BR' R' BRw',5,
R D' BR' R' B,5,
R D' BR' R' BR',5,
R D' BR' R' Dw,5,
R D' BR' B BL,5,
R D' BR' B BL',5,
R D' BR' B' R,5,
R D' BR' B' R',5,
R D' BR' B' BRw',5,
R' F R F BRw,5,
R' F R F BRw',5,
R' F R F B,5,
R' F R BRw F,5,
R' F R BRw Dw,5,
R' F R BRw' R,5,
R' F R BRw' R',5,
R' F R BRw' F,5,
R' F R BRw' F',5,
R' F R BRw' BL,5,
R' F R BRw' BL',5,
R' F R BRw' B,5,
R' F R BRw' B',5,
R' F R BRw' Dw',5,
R' F R B BL',5,
R' F R B Dw,5,
R' F R B D,5,
R' F R B D',5,
R' F R B' BRw',5,
R' F R B' Dw,5,
R' F R Dw' BRw',5,
R' F R Dw' B,5,
R' F R Dw' B',5,
R' F R' BRw F,5,
R' F R' BRw F',5,
R' F R' BRw BL,5,
R' F R' BRw B,5,
R' F R' BRw B',5,
R' F R' BRw BR,5,
R' F R' BRw Dw,5,
R' F R' BRw Dw',5,
R' F R' BRw' R,5,
R' F R' BRw' R',5,
R' F R' BRw' F,5,
R' F R' BRw' BL,5,
R' F R' BRw' BL',5,
R' F R' BRw' B,5,
R' F R' BRw' B',5,
R' F R' BRw' BR,5,
R' F R' BRw' Dw,5,
R' F R' B BRw',5,
R' F R' B D',5,
R' F R' B' BRw,5,
R' F R' B' BRw',5,
R' F R' B' BR,5,
R' F R' Dw' B,5,
R' F R' Dw' B',5,
R' F R' D BRw,5,
R' F R' D BRw',5,
R' F R' D' B,5,
R' F BRw R' B,5,
R' F BRw R' B',5,
R' F BRw R' D,5,
R' F BRw F B,5,
R' F BRw F B',5,
R' F BRw F D,5,
R' F BRw F' BRw,5,
R' F BRw F' B,5,
R' F BRw F' B',5,
R' F BRw F' Dw,5,
R' F BRw B R,5,
R' F BRw B R',5,
R' F BRw B BRw,5,
R' F BRw B BRw',5,
R' F BRw B BL,5,
R' F BRw B BL',5,
R' F BRw B Dw,5,
R' F BRw B Dw',5,
R' F BRw B D,5,
R' F BRw B D',5,
R' F BRw B' R,5,
R' F BRw B' R',5,
R' F BRw B' BRw,5,
R' F BRw B' BRw',5,
R' F BRw B' BL,5,
R' F BRw B' BR,5,
R' F BRw B' BR',5,
R' F BRw B' Dw,5,
R' F BRw B' Dw',5,
R' F BRw B' D,5,
R' F BRw B' D',5,
R' F BRw Dw B,5,
R' F BRw Dw B',5,
R' F BRw Dw' B,5,
R' F BRw Dw' B',5,
R' F BRw' R F',5,
R' F BRw' R BL,5,
R' F BRw' R B,5,
R' F BRw' R B',5,
R' F BRw' R D,5,
R' F BRw' R D',5,
R' F BRw' R' F,5,
R' F BRw' R' B,5,
R' F BRw' R' B',5,
R' F BRw' F R,5,
R' F BRw' F B,5,
R' F BRw' F D,5,
R' F BRw' F D',5,
R' F BRw' F' B',5,
R' F BRw' F' D',5,
R' F BRw' BL B,5,
R' F BRw' BL B',5,
R' F BRw' BL' B',5,
R' F BRw' BL' Dw,5,
R' F BRw' BL' Dw',5,
R' F BRw' B R,5,
R' F BRw' B R',5,
R' F BRw' B BRw,5,
R' F BRw' B BRw',5,
R' F BRw' B BL,5,
R' F BRw' B BL',5,
R' F BRw' B BR,5,
R' F BRw' B BR',5,
R' F BRw' B Dw,5,
R' F BRw' B D,5,
R' F BRw' B D',5,
R' F BRw' B' R,5,
