Setup,Movecount,Solution
R BRw R' Dw' B BRw',6,
R BRw R' Dw' B' BRw,6,
R BRw R' Dw' B' Dw,6,
R BRw R' Dw' B' D,6,
R BRw R' Dw' B' D',6,
R BRw R' Dw' D R,6,
R BRw R' Dw' D R',6,
R BRw R' Dw' D F,6,
R BRw R' Dw' D BRw',6,
R BRw R' Dw' D B',6,
R BRw R' Dw' D' R,6,
R BRw R' Dw' D' BRw,6,
R BRw R' Dw' D' BL',6,
R BRw R' Dw' D' B,6,
R BRw R' D F BRw,6,
R BRw R' D F B,6,
R BRw R' D F B',6,
R BRw R' D F' B,6,
R BRw R' D BRw' Dw',6,
R BRw R' D BL BRw',6,
R BRw R' D BL BR,6,
R BRw R' D B Dw,6,
R BRw R' D B' Dw,6,
R BRw R' D B' Dw',6,
R BRw R' D BR B,6,
R BRw R' D BR' R',6,
R BRw R' D BR' B,6,
R BRw R' D' F BRw',6,
R BRw R' D' F B,6,
R BRw R' D' F B',6,
R BRw R' D' F' BRw',6,
R BRw R' D' F' B',6,
R BRw R' D' BRw BR,6,
R BRw R' D' BRw Dw,6,
R BRw R' D' BRw' BL,6,
R BRw R' D' BRw' Dw',6,
R BRw R' D' B BRw,6,
R BRw R' D' B BL',6,
R BRw R' D' B Dw,6,
R BRw R' D' B' BRw,6,
R BRw R' D' B' BL',6,
R BRw R' D' B' BR,6,
R BRw R' D' B' Dw,6,
R BRw R' D' B' Dw',6,
R BRw BL BRw' R' B,6,
R BRw BL BRw' B D,6,
R BRw BL BRw' B' BRw',6,
R BRw BL BRw' B' BR,6,
R BRw BL BRw' B' Dw,6,
R BRw BL BRw' B' Dw',6,
R BRw BL BRw' B' D,6,
R BRw BL BRw' B' D',6,
R BRw BL BRw' BR B,6,
R BRw BL BRw' Dw B',6,
R BRw BL BRw' Dw' B,6,
R BRw BL BRw' Dw' B',6,
R BRw BL BRw' Dw' D',6,
R BRw BL BRw' D' R,6,
R BRw BL BRw' D' R',6,
R BRw BL B R BRw',6,
R BRw BL B R Dw,6,
R BRw BL B R' B,6,
R BRw BL B BRw F,6,
R BRw BL B BRw B,6,
R BRw BL B BRw' F',6,
R BRw BL B BRw' B,6,
R BRw BL B BRw' B',6,
R BRw BL B BRw' Dw',6,
R BRw BL B BL' B',6,
R BRw BL B BR' R,6,
R BRw BL B D B,6,
R BRw BL B' R BRw,6,
R BRw BL B' R BRw',6,
R BRw BL B' R D',6,
R BRw BL B' R' D,6,
R BRw BL B' BRw R',6,
R BRw BL B' BRw BR',6,
R BRw BL B' BRw D,6,
R BRw BL B' BRw D',6,
R BRw BL B' BRw' R,6,
R BRw BL B' BRw' R',6,
R BRw BL B' BRw' F,6,
R BRw BL B' BRw' F',6,
R BRw BL B' BRw' BL,6,
R BRw BL B' BRw' BL',6,
R BRw BL B' BRw' B,6,
R BRw BL B' BRw' BR',6,
R BRw BL B' BRw' Dw,6,
R BRw BL B' BRw' Dw',6,
R BRw BL B' BRw' D',6,
R BRw BL B' BL B',6,
R BRw BL B' BL BR,6,
R BRw BL B' BL D,6,
R BRw BL B' BL D',6,
R BRw BL B' BR D,6,
R BRw BL B' BR' D',6,
R BRw BL B' Dw R,6,
R BRw BL B' Dw R',6,
R BRw BL B' Dw D,6,
R BRw BL B' Dw D',6,
R BRw BL B' D R,6,
R BRw BL B' D BRw,6,
R BRw BL B' D BRw',6,
R BRw BL B' D' R,6,
R BRw BL B' D' B',6,
R BRw BL B' D' BR',6,
R BRw BL BR R B,6,
R BRw BL BR R B',6,
R BRw BL BR R' B,6,
R BRw BL BR R' B',6,
R BRw BL BR R' BR',6,
R BRw BL BR B R,6,
R BRw BL BR B BL,6,
R BRw BL BR B BL',6,
R BRw BL BR B BR,6,
R BRw BL BR B' Dw',6,
R BRw BL BR B' D',6,
R BRw BL BR' B' BR',6,
R BRw BL Dw B BL,6,
R BRw BL Dw B BL',6,
R BRw BL Dw B BR,6,
R BRw BL Dw B BR',6,
R BRw BL Dw B Dw',6,
R BRw BL Dw B D',6,
R BRw BL Dw B' BR,6,
R BRw BL Dw B' BR',6,
R BRw BL Dw B' Dw',6,
R BRw BL Dw B' D,6,
R BRw BL Dw B' D',6,
R BRw BL Dw D B,6,
R BRw BL Dw D' B,6,
R BRw BL Dw' B' BR',6,
R BRw BL Dw' D' B,6,
R BRw BL D BRw' B,6,
R BRw BL D BRw' D,6,
R BRw BL D BRw' D',6,
R BRw BL D B BL,6,
R BRw BL D B Dw',6,
R BRw BL D B D,6,
R BRw BL D B' R,6,
R BRw BL D B' BR,6,
R BRw BL D B' BR',6,
R BRw BL D B' D,6,
R BRw BL D B' D',6,
R BRw BL D BR B,6,
R BRw BL D BR B',6,
R BRw BL D' F' R,6,
R BRw BL D' B BL,6,
R BRw BL D' B BL',6,
R BRw BL D' B' R,6,
R BRw BL D' B' BR,6,
R BRw BL D' B' Dw,6,
R BRw BL D' B' D,6,
R BRw BL D' B' D',6,
R BRw BL D' BR B,6,
R BRw BL D' BR B',6,
R BRw BL' BRw R B,6,
R BRw BL' BRw R B',6,
R BRw BL' BRw R' B,6,
R BRw BL' BRw R' BR',6,
R BRw BL' BRw B R,6,
R BRw BL' BRw B BL,6,
R BRw BL' BRw B BL',6,
R BRw BL' BRw B BR',6,
R BRw BL' BRw B' R,6,
R BRw BL' BRw B' R',6,
R BRw BL' BRw' B' BL',6,
R BRw BL' BRw' B' D,6,
R BRw BL' B R B,6,
R BRw BL' B R' BRw,6,
R BRw BL' B R' B,6,
R BRw BL' B BL' B,6,
R BRw BL' B' BRw R',6,
R BRw BL' B' BRw' B,6,
R BRw BL' B' BRw' B',6,
R BRw BL' B' BRw' BR,6,
R BRw BL' B' BRw' Dw,6,
R BRw BL' B' D BRw',6,
R BRw BL' B' D BL,6,
R BRw BL' B' D' BL,6,
R BRw BL' Dw' B' Dw',6,
R BRw BL' D BRw' D',6,
R BRw BL' D B' BRw',6,
R BRw BL' D B' BR,6,
R BRw BL' D B' Dw,6,
R BRw BL' D B' D,6,
R BRw BL' D B' D',6,
R BRw BL' D' F R,6,
R BRw BL' D' F B',6,
R BRw BL' D' F' R',6,
R BRw BL' D' B BRw,6,
R BRw BL' D' B BRw',6,
R BRw BL' D' B' BRw',6,
R BRw BL' D' B' BR,6,
R BRw BL' D' B' BR',6,
R BRw BL' D' B' Dw,6,
R BRw BL' D' B' Dw',6,
R BRw BL' D' B' D,6,
R BRw BL' D' B' D',6,
R BRw BL' D' BR' B,6,
R BRw B R BRw Dw,6,
R BRw B R BRw Dw',6,
R BRw B R BRw D,6,
R BRw B R BRw D',6,
R BRw B R BL BRw',6,
R BRw B R BL D',6,
R BRw B R Dw' B,6,
R BRw B R' BRw D',6,
R BRw B R' BL BRw,6,
R BRw B R' BL B,6,
R BRw B R' BL B',6,
R BRw B R' BL' B,6,
R BRw B BRw R' BL,6,
R BRw B BRw R' BR,6,
R BRw B BRw R' Dw,6,
R BRw B BRw F BL,6,
R BRw B BRw F BL',6,
R BRw B BRw F' BL,6,
R BRw B BRw F' BL',6,
R BRw B BRw BL BRw',6,
R BRw B BRw BL D',6,
R BRw B BRw Dw BRw,6,
R BRw B BRw D F',6,
R BRw B BRw D BRw,6,
R BRw B BL BRw BL,6,
R BRw B BL BRw' F',6,
R BRw B BL BRw' D',6,
R BRw B BL B BRw',6,
R BRw B BL B D,6,
R BRw B BL B' R,6,
R BRw B BL B' D,6,
R BRw B BL B' D',6,
R BRw B BL Dw' R,6,
R BRw B BL Dw' R',6,
R BRw B BL Dw' B',6,
R BRw B BL' BRw' F',6,
R BRw B BL' Dw R,6,
R BRw B Dw R BRw,6,
R BRw B Dw BRw BL',6,
R BRw B Dw B BL,6,
R BRw B' R BRw F',6,
R BRw B' R BRw D',6,
R BRw B' R BL Dw,6,
R BRw B' R BL D,6,
R BRw B' R D F',6,
R BRw B' R D BL,6,
R BRw B' R D' R,6,
R BRw B' R D' BRw',6,
R BRw B' R D' BL',6,
R BRw B' R D' BR',6,
R BRw B' R' B Dw',6,
R BRw B' BRw F BRw,6,
R BRw B' BRw F D,6,
R BRw B' BRw F D',6,
R BRw B' BRw F' R,6,
R BRw B' BRw F' R',6,
R BRw B' BRw F' BRw',6,
R BRw B' BRw F' B,6,
R BRw B' BRw F' Dw,6,
R BRw B' BRw F' D,6,
R BRw B' BRw BL BR,6,
R BRw B' BRw BL D,6,
R BRw B' BRw BL' BRw,6,
R BRw B' BRw B R',6,
R BRw B' BRw B D,6,
R BRw B' BRw B D',6,
R BRw B' BRw BR D,6,
R BRw B' BRw BR D',6,
R BRw B' BRw Dw D,6,
R BRw B' BRw D R',6,
R BRw B' BRw D F',6,
R BRw B' BRw D BRw,6,
R BRw B' BRw D BL,6,
R BRw B' BRw D BR,6,
R BRw B' BRw D BR',6,
R BRw B' BRw D' F',6,
R BRw B' BRw D' BRw',6,
R BRw B' BRw D' BL,6,
R BRw B' BRw' R F,6,
R BRw B' BRw' R BL',6,
R BRw B' BRw' R BR,6,
R BRw B' BRw' R BR',6,
R BRw B' BRw' R Dw',6,
R BRw B' BRw' R' B',6,
R BRw B' BRw' BL B',6,
R BRw B' BRw' BL BR',6,
R BRw B' BRw' BL' BR,6,
R BRw B' BRw' BL' BR',6,
R BRw B' BRw' BL' Dw,6,
R BRw B' BRw' BL' Dw',6,
R BRw B' BRw' B BL,6,
R BRw B' BRw' B BL',6,
R BRw B' BRw' B Dw,6,
R BRw B' BRw' B Dw',6,
R BRw B' BRw' B' BR,6,
R BRw B' BRw' B' Dw',6,
R BRw B' BRw' B' D,6,
R BRw B' BRw' B' D',6,
R BRw B' BRw' BR R',6,
R BRw B' BRw' BR' R,6,
R BRw B' BRw' BR' R',6,
R BRw B' BRw' BR' B,6,
R BRw B' BRw' BR' Dw',6,
R BRw B' BRw' Dw B,6,
R BRw B' BRw' Dw' R,6,
R BRw B' BRw' Dw' R',6,
R BRw B' BRw' Dw' BRw,6,
R BRw B' BRw' Dw' B,6,
R BRw B' BRw' Dw' B',6,
R BRw B' BRw' D' BL,6,
R BRw B' BL BRw F,6,
R BRw B' BL BRw BL,6,
R BRw B' BL BRw D',6,
R BRw B' BL BRw' R',6,
R BRw B' BL BRw' B,6,
R BRw B' BL BRw' D,6,
R BRw B' BL B BL',6,
R BRw B' BL B' R,6,
R BRw B' BL B' BL,6,
R BRw B' BL B' BL',6,
R BRw B' BL B' D,6,
R BRw B' BL B' D',6,
R BRw B' BL BR Dw',6,
R BRw B' BL BR' B,6,
R BRw B' BL BR' Dw',6,
R BRw B' BL BR' D',6,
R BRw B' BL Dw R',6,
R BRw B' BL Dw B',6,
R BRw B' BL D BRw,6,
R BRw B' BL D BRw',6,
R BRw B' BL D B',6,
R BRw B' BL D' BRw,6,
R BRw B' BL D' BRw',6,
R BRw B' BL D' B',6,
R BRw B' BL D' BR,6,
R BRw B' BL' BRw' BL',6,
R BRw B' BL' D' R,6,
R BRw B' BR B D,6,
R BRw B' BR Dw R',6,
R BRw B' BR Dw BRw,6,
R BRw B' BR D BRw,6,
R BRw B' BR D BL,6,
R BRw B' BR D BL',6,
R BRw B' BR' Dw BRw,6,
R BRw B' BR' D' BL,6,
R BRw B' Dw R BRw',6,
R BRw B' Dw R D,6,
R BRw B' Dw R' D,6,
R BRw B' Dw BRw R,6,
R BRw B' Dw BRw R',6,
R BRw B' Dw BRw F,6,
R BRw B' Dw D' F',6,
R BRw B' Dw D' B,6,
R BRw B' Dw' D' BRw,6,
R BRw B' Dw' D' BRw',6,
R BRw B' Dw' D' BR',6,
R BRw B' D F' BRw,6,
R BRw B' D BRw R,6,
R BRw B' D BRw BL,6,
R BRw B' D BRw Dw',6,
R BRw B' D BRw' R',6,
R BRw B' D BRw' F,6,
R BRw B' D BRw' F',6,
R BRw B' D BRw' BL,6,
R BRw B' D BRw' BL',6,
R BRw B' D BRw' Dw,6,
R BRw B' D BRw' Dw',6,
R BRw B' D BL BRw,6,
R BRw B' D BL BR',6,
R BRw B' D BL D,6,
R BRw B' D BL' BR',6,
R BRw B' D BL' D,6,
R BRw B' D BL' D',6,
R BRw B' D B' BRw',6,
R BRw B' D' R BRw,6,
R BRw B' D' R BL,6,
R BRw B' D' R BL',6,
R BRw B' D' R BR,6,
R BRw B' D' R Dw',6,
R BRw B' D' R' Dw',6,
R BRw B' D' BRw' R,6,
R BRw B' D' BRw' BL',6,
R BRw B' D' BRw' BR,6,
R BRw B' D' BRw' D,6,
R BRw B' D' BRw' D',6,
R BRw B' D' BL D,6,
R BRw B' D' BL' BRw',6,
R BRw B' D' BL' D,6,
R BRw B' D' BL' D',6,
R BRw B' D' B' R',6,
R BRw B' D' B' BR,6,
R BRw B' D' B' BR',6,
R BRw B' D' BR' R',6,
R BRw BR R F B',6,
R BRw BR R F' B,6,
R BRw BR R F' B',6,
R BRw BR R BRw D',6,
R BRw BR R B BL',6,
R BRw BR R B BR,6,
R BRw BR R B Dw,6,
R BRw BR R B D,6,
R BRw BR R B D',6,
R BRw BR R B' R,6,
R BRw BR R B' R',6,
R BRw BR R B' BRw',6,
R BRw BR R B' BL,6,
R BRw BR R B' BL',6,
R BRw BR R B' BR,6,
R BRw BR R B' BR',6,
R BRw BR R B' Dw,6,
R BRw BR R Dw' R',6,
R BRw BR R Dw' D',6,
R BRw BR R D' B,6,
R BRw BR R D' B',6,
R BRw BR R' B BRw,6,
R BRw BR R' B BRw',6,
R BRw BR R' B Dw',6,
R BRw BR R' B D,6,
R BRw BR R' B' R,6,
R BRw BR R' B' BRw,6,
R BRw BR R' B' BRw',6,
R BRw BR R' B' BL,6,
R BRw BR R' B' BR',6,
R BRw BR R' B' Dw,6,
R BRw BR R' B' D',6,
R BRw BR R' Dw BRw,6,
R BRw BR R' Dw B,6,
R BRw BR R' Dw B',6,
R BRw BR R' Dw' B,6,
R BRw BR R' Dw' B',6,
R BRw BR B BRw' BR,6,
R BRw BR B BRw' Dw,6,
R BRw BR B BRw' D',6,
R BRw BR B BL BRw',6,
R BRw BR B BR' R,6,
R BRw BR B BR' B,6,
R BRw BR B BR' D',6,
R BRw BR B Dw BRw',6,
R BRw BR B Dw' R',6,
R BRw BR B' R F,6,
R BRw BR B' R F',6,
R BRw BR B' R BRw',6,
R BRw BR B' R BL,6,
R BRw BR B' R B,6,
R BRw BR B' R B',6,
R BRw BR B' R BR,6,
R BRw BR B' R Dw,6,
R BRw BR B' R Dw',6,
R BRw BR B' R D,6,
R BRw BR B' R D',6,
R BRw BR B' R' BR,6,
R BRw BR B' BRw' R,6,
R BRw BR B' BRw' R',6,
R BRw BR B' BRw' BL,6,
R BRw BR B' BRw' B,6,
R BRw BR B' BRw' B',6,
R BRw BR B' BRw' D,6,
R BRw BR B' BRw' D',6,
R BRw BR B' BL BRw',6,
R BRw BR B' BL BR,6,
R BRw BR B' BL Dw,6,
R BRw BR B' BL Dw',6,
R BRw BR B' BL D',6,
R BRw BR B' BL' Dw',6,
R BRw BR B' BR R,6,
R BRw BR B' Dw R',6,
R BRw BR B' Dw D,6,
R BRw BR B' Dw' BRw,6,
R BRw BR B' Dw' BRw',6,
R BRw BR B' D' F,6,
R BRw BR B' D' BRw,6,
R BRw BR B' D' BRw',6,
R BRw BR B' D' BL',6,
R BRw BR Dw BRw F',6,
R BRw BR Dw BRw B,6,
R BRw BR Dw BRw B',6,
R BRw BR Dw B BR',6,
R BRw BR Dw' R' BRw,6,
R BRw BR Dw' BRw B,6,
R BRw BR Dw' BRw B',6,
R BRw BR Dw' BRw' BL,6,
R BRw BR Dw' BRw' B,6,
R BRw BR Dw' B BRw',6,
R BRw BR Dw' B BL',6,
R BRw BR Dw' B' BRw,6,
R BRw BR Dw' B' BRw',6,
R BRw BR' R B BRw',6,
R BRw BR' R B' D,6,
R BRw BR' R D B,6,
R BRw BR' R D B',6,
R BRw BR' R' B' BRw',6,
R BRw BR' R' B' Dw',6,
R BRw BR' B R BRw,6,
R BRw BR' B R BRw',6,
R BRw BR' B R' B,6,
R BRw BR' B D R',6,
R BRw BR' B D F,6,
R BRw BR' B D BRw,6,
R BRw BR' B' BRw' R',6,
R BRw BR' B' D BRw,6,
R BRw BR' B' D BRw',6,
R BRw BR' B' D BR',6,
R BRw BR' Dw D BRw',6,
R BRw BR' Dw D' R',6,
R BRw BR' Dw D' BRw',6,
R BRw BR' Dw' R B,6,
R BRw BR' Dw' R D',6,
R BRw BR' Dw' B BRw,6,
R BRw BR' Dw' B BL',6,
R BRw BR' Dw' B' BRw,6,
R BRw BR' Dw' B' D,6,
R BRw BR' Dw' B' D',6,
R BRw BR' Dw' D F',6,
R BRw BR' Dw' D' BRw,6,
R BRw BR' Dw' D' BRw',6,
R BRw BR' Dw' D' BL,6,
R BRw BR' D R BRw,6,
R BRw BR' D R BL,6,
R BRw BR' D R B,6,
R BRw BR' D BRw' B,6,
R BRw BR' D BR' R,6,
R BRw BR' D' R D,6,
R BRw BR' D' BRw D,6,
R BRw BR' D' BRw' R',6,
R BRw BR' D' BRw' B,6,
R BRw BR' D' B R,6,
R BRw BR' D' B R',6,
R BRw BR' D' B BRw,6,
R BRw BR' D' B BL,6,
R BRw BR' D' B BL',6,
R BRw BR' D' B BR,6,
R BRw BR' D' B BR',6,
R BRw BR' D' B' BRw,6,
R BRw BR' D' B' BR',6,
R BRw Dw BRw B Dw',6,
R BRw Dw BRw B D,6,
R BRw Dw BRw B D',6,
R BRw Dw BRw D B,6,
R BRw Dw BRw D' B,6,
R BRw Dw BRw D' B',6,
R BRw Dw BRw' B BL,6,
R BRw Dw BRw' B' BL,6,
R BRw Dw BRw' B' BL',6,
R BRw Dw B BRw F,6,
R BRw Dw B BRw F',6,
R BRw Dw B BRw BL,6,
R BRw Dw B BRw BL',6,
R BRw Dw B BRw BR,6,
R BRw Dw B BRw BR',6,
R BRw Dw B BRw Dw',6,
R BRw Dw B BRw' BR,6,
R BRw Dw B BRw' BR',6,
R BRw Dw B BRw' Dw,6,
R BRw Dw B BRw' Dw',6,
R BRw Dw B BRw' D,6,
R BRw Dw B BL BRw,6,
R BRw Dw B BL BRw',6,
R BRw Dw B BL B,6,
R BRw Dw B BL D,6,
R BRw Dw B BL D',6,
R BRw Dw B BL' BRw,6,
R BRw Dw B BL' Dw,6,
R BRw Dw B BR D,6,
R BRw Dw B BR D',6,
R BRw Dw B BR' Dw,6,
R BRw Dw B BR' D,6,
R BRw Dw B BR' D',6,
R BRw Dw B Dw BRw,6,
R BRw Dw B Dw D,6,
R BRw Dw B Dw D',6,
R BRw Dw B Dw' D,6,
R BRw Dw B Dw' D',6,
R BRw Dw B D R',6,
R BRw Dw B D F,6,
R BRw Dw B D BRw,6,
R BRw Dw B D BRw',6,
R BRw Dw B D BL,6,
R BRw Dw B D BR,6,
R BRw Dw B D' R,6,
R BRw Dw B D' F',6,
R BRw Dw B D' BRw,6,
R BRw Dw B D' BL,6,
R BRw Dw B D' BL',6,
R BRw Dw B D' B,6,
R BRw Dw B D' B',6,
R BRw Dw B D' BR,6,
R BRw Dw B D' BR',6,
R BRw Dw B' R' F,6,
R BRw Dw B' R' D,6,
R BRw Dw B' BRw' F',6,
R BRw Dw B' BRw' Dw',6,
R BRw Dw B' BL BRw',6,
R BRw Dw B' BL BR,6,
R BRw Dw B' BL BR',6,
R BRw Dw B' BL D,6,
R BRw Dw B' BL' BRw,6,
R BRw Dw B' BL' BR,6,
R BRw Dw B' BL' BR',6,
R BRw Dw B' BR D,6,
R BRw Dw B' BR D',6,
R BRw Dw B' BR' R,6,
R BRw Dw B' BR' R',6,
R BRw Dw B' D F,6,
R BRw Dw B' D F',6,
R BRw Dw B' D BRw,6,
R BRw Dw B' D BL,6,
R BRw Dw B' D BR,6,
R BRw Dw B' D' BL,6,
R BRw Dw B' D' BL',6,
R BRw Dw D R' BRw',6,
R BRw Dw D R' B,6,
R BRw Dw D R' B',6,
R BRw Dw D F B,6,
R BRw Dw D F' BRw',6,
R BRw Dw D F' B,6,
R BRw Dw D BRw B,6,
R BRw Dw D BRw' B',6,
R BRw Dw D BL' D,6,
R BRw Dw D B Dw,6,
R BRw Dw D BR' B,6,
R BRw Dw D' BL' B,6,
R BRw Dw D' BL' D,6,
R BRw Dw D' BL' D',6,
R BRw Dw D' B R',6,
R BRw Dw D' B BL,6,
R BRw Dw D' B BL',6,
R BRw Dw D' B BR,6,
R BRw Dw D' B BR',6,
R BRw Dw D' B Dw,6,
R BRw Dw D' B' R',6,
R BRw Dw D' B' BRw,6,
R BRw Dw D' B' BL,6,
R BRw Dw D' B' BR,6,
R BRw Dw D' B' BR',6,
R BRw Dw D' B' Dw,6,
R BRw Dw D' BR' B,6,
R BRw Dw' R B R,6,
R BRw Dw' R B Dw,6,
R BRw Dw' BRw R' B,6,
R BRw Dw' BRw R' B',6,
R BRw Dw' BRw R' BR,6,
R BRw Dw' BRw R' Dw',6,
R BRw Dw' BRw R' D',6,
R BRw Dw' BRw B BRw,6,
R BRw Dw' BRw B BRw',6,
R BRw Dw' BRw Dw' R,6,
R BRw Dw' BRw Dw' B,6,
R BRw Dw' BRw' F B',6,
R BRw Dw' BRw' F' B',6,
R BRw Dw' BRw' BL BRw',6,
R BRw Dw' BRw' BL B',6,
R BRw Dw' BRw' BL' D,6,
R BRw Dw' BRw' BL' D',6,
R BRw Dw' BRw' B R',6,
R BRw Dw' BRw' B BL',6,
R BRw Dw' BRw' B D',6,
R BRw Dw' BRw' B' BL,6,
R BRw Dw' BRw' B' BR,6,
R BRw Dw' BRw' B' Dw,6,
R BRw Dw' BRw' B' Dw',6,
R BRw Dw' BRw' B' D,6,
R BRw Dw' BRw' D F,6,
R BRw Dw' BRw' D BRw,6,
R BRw Dw' BRw' D BRw',6,
R BRw Dw' BRw' D B,6,
R BRw Dw' BRw' D' B',6,
R BRw Dw' B BRw R',6,
R BRw Dw' B BRw B',6,
R BRw Dw' B BRw Dw,6,
R BRw Dw' B BRw Dw',6,
R BRw Dw' B BRw D',6,
R BRw Dw' B BRw' R,6,
R BRw Dw' B BRw' B,6,
R BRw Dw' B BRw' D',6,
R BRw Dw' B BL' D',6,
R BRw Dw' B Dw' D',6,
R BRw Dw' B D' R,6,
R BRw Dw' B D' R',6,
R BRw Dw' B D' F,6,
R BRw Dw' B D' F',6,
R BRw Dw' B D' BRw,6,
R BRw Dw' B D' BRw',6,
R BRw Dw' B D' BL,6,
R BRw Dw' B' BRw R',6,
R BRw Dw' B' BRw F,6,
R BRw Dw' B' BRw F',6,
R BRw Dw' B' BRw BR,6,
R BRw Dw' B' BRw Dw,6,
R BRw Dw' B' BRw Dw',6,
R BRw Dw' B' BRw' B,6,
R BRw Dw' B' BRw' BR',6,
R BRw Dw' B' BRw' D',6,
R BRw Dw' B' BR Dw',6,
R BRw Dw' B' Dw D',6,
R BRw Dw' B' Dw' D,6,
R BRw Dw' B' Dw' D',6,
R BRw Dw' B' D R,6,
R BRw Dw' B' D F,6,
R BRw Dw' B' D BRw,6,
R BRw Dw' B' D B',6,
R BRw Dw' B' D BR',6,
R BRw Dw' B' D' BRw,6,
R BRw Dw' B' D' BRw',6,
R BRw Dw' D R' D',6,
R BRw Dw' D F R',6,
R BRw Dw' D F B,6,
R BRw Dw' D F' B',6,
R BRw Dw' D F' D,6,
R BRw Dw' D BRw B,6,
R BRw Dw' D BRw' R,6,
R BRw Dw' D BRw' R',6,
R BRw Dw' D BRw' BL,6,
R BRw Dw' D BRw' BL',6,
R BRw Dw' D BL B',6,
R BRw Dw' D BL' B,6,
R BRw Dw' D B R,6,
R BRw Dw' D B BRw',6,
R BRw Dw' D B BL,6,
R BRw Dw' D B D,6,
R BRw Dw' D B' R,6,
R BRw Dw' D B' BRw,6,
R BRw Dw' D B' BRw',6,
R BRw Dw' D' BRw B,6,
R BRw Dw' D' BRw B',6,
R BRw Dw' D' BRw Dw',6,
R BRw Dw' D' BL' B,6,
R BRw Dw' D' BL' B',6,
R BRw Dw' D' B R,6,
R BRw Dw' D' B BRw,6,
R BRw Dw' D' B BRw',6,
R BRw Dw' D' B Dw',6,
R BRw D R F BL,6,
R BRw D R F B,6,
R BRw D R F B',6,
R BRw D R F Dw,6,
R BRw D R F' R,6,
R BRw D R F' BL',6,
R BRw D R F' Dw,6,
R BRw D R F' Dw',6,
R BRw D R BRw B,6,
R BRw D R BRw BR,6,
R BRw D R BL B,6,
R BRw D R BL Dw,6,
R BRw D R BL D',6,
R BRw D R BL' B,6,
R BRw D R BL' BR,6,
R BRw D R BL' D',6,
R BRw D R B BRw',6,
R BRw D R B BL,6,
R BRw D R B Dw,6,
R BRw D R B Dw',6,
R BRw D R B' BRw',6,
R BRw D R B' BL,6,
R BRw D R B' BR',6,
R BRw D R B' Dw,6,
R BRw D R BR B,6,
R BRw D R BR B',6,
R BRw D R BR Dw',6,
R BRw D R BR' B,6,
R BRw D R Dw R',6,
R BRw D R Dw BRw,6,
R BRw D R Dw BRw',6,
R BRw D F R BRw,6,
R BRw D F R BRw',6,
R BRw D F R BL,6,
R BRw D F R BL',6,
R BRw D F R B,6,
R BRw D F R B',6,
R BRw D F BRw' B,6,
R BRw D F BRw' B',6,
R BRw D F BRw' D,6,
R BRw D F BRw' D',6,
R BRw D F B BL',6,
R BRw D F B Dw,6,
R BRw D F B D',6,
R BRw D F B' R,6,
R BRw D F B' BRw,6,
R BRw D F B' BL,6,
R BRw D F B' BL',6,
R BRw D F B' BR,6,
R BRw D F B' Dw,6,
R BRw D F B' D',6,
R BRw D F' R F,6,
R BRw D F' R F',6,
R BRw D F' R BRw,6,
R BRw D F' R BL',6,
R BRw D F' R B,6,
R BRw D F' R B',6,
R BRw D F' R BR,6,
R BRw D F' R BR',6,
R BRw D F' R Dw,6,
R BRw D F' R' B,6,
R BRw D F' BL' B,6,
R BRw D F' BL' B',6,
R BRw D F' B R,6,
R BRw D F' B BL,6,
R BRw D F' B BL',6,
R BRw D F' B' R,6,
R BRw D F' B' BRw,6,
R BRw D F' B' BL,6,
R BRw D F' B' BR,6,
R BRw D F' B' BR',6,
R BRw D F' B' Dw',6,
R BRw D F' B' D',6,
R BRw D BRw BL B',6,
R BRw D BRw B BR,6,
R BRw D BRw B' R,6,
R BRw D BRw B' BR,6,
R BRw D BRw B' BR',6,
R BRw D BRw B' Dw',6,
R BRw D BRw BR' B',6,
R BRw D BRw Dw' R,6,
R BRw D BRw' BL' D,6,
R BRw D BRw' B BR',6,
R BRw D BRw' B Dw,6,
R BRw D BRw' B Dw',6,
R BRw D BRw' B D,6,
R BRw D BRw' D' B,6,
R BRw D BRw' D' B',6,
R BRw D BL BR B,6,
R BRw D BL' B BRw',6,
R BRw D BL' B' BRw',6,
R BRw D BL' B' BL',6,
R BRw D BL' B' BR',6,
R BRw D BL' B' Dw,6,
R BRw D BL' B' Dw',6,
R BRw D BL' B' D,6,
R BRw D BL' B' D',6,
R BRw D B BRw' R,6,
R BRw D B BRw' F,6,
R BRw D B BRw' F',6,
R BRw D B BRw' BL',6,
R BRw D B BRw' B,6,
R BRw D B BRw' B',6,
R BRw D B BRw' Dw,6,
R BRw D B BRw' Dw',6,
R BRw D B BRw' D',6,
R BRw D B BL BRw,6,
R BRw D B Dw BRw',6,
R BRw D B' R BL,6,
R BRw D B' R' D',6,
R BRw D B' BRw R',6,
R BRw D B' BRw F',6,
R BRw D B' BRw BR,6,
R BRw D B' BRw' R',6,
R BRw D B' BRw' B',6,
R BRw D B' BRw' BR,6,
R BRw D B' BRw' Dw,6,
R BRw D B' BL BRw,6,
R BRw D B' BL BRw',6,
R BRw D B' BL B,6,
R BRw D B' BL BR',6,
R BRw D B' BL D',6,
R BRw D B' BL' BRw,6,
R BRw D B' BL' BRw',6,
R BRw D B' BL' B',6,
R BRw D B' BL' BR,6,
R BRw D B' BL' BR',6,
R BRw D B' BR Dw,6,
